datetime,hs,direction,tz,tp,temperature,h_onethird,hmax,tav
2020-11-14 06:45:00+00,0.37,277,2.4,6.2,25.2,0.3,0.58,2.7
2020-11-14 07:15:00+00,0.36,87,2.3,2.1,25.2,0.3,0.67,2.5
2020-11-14 07:45:00+00,0.36,96,2.4,2,25.25,0.3,0.53,2.6
2020-11-14 08:15:00+00,0.37,89,2.5,2.1,25.25,0.3,0.54,2.6
2020-11-14 08:45:00+00,0.33,274,2.6,5.9,25.3,0.27,0.55,2.8
2020-11-14 09:15:00+00,0.34,280,2.8,6.2,25.3,0.28,0.46,3
2020-11-14 09:45:00+00,0.31,262,2.9,6.2,25.25,0.26,0.55,3.2
2020-11-14 10:15:00+00,0.31,260,3.2,6.2,25.35,0.26,0.49,3.5
2020-11-14 10:45:00+00,0.3,260,3.4,6.2,25.35,0.27,0.47,3.7
2020-11-14 11:15:00+00,0.31,255,3.7,6.2,25.35,0.28,0.45,3.9
2020-11-14 11:45:00+00,0.29,262,3.8,5.9,25.3,0.26,0.46,4
2020-11-14 12:15:00+00,0.31,257,4,6.2,25.4,0.29,0.48,4.3
2020-11-14 12:45:00+00,0.33,250,3.1,6.2,25.4,0.29,0.52,3.5
2020-11-14 13:15:00+00,0.41,259,2.8,6.2,25.35,0.34,0.57,3
2020-11-14 13:45:00+00,0.44,6,2.7,2.5,25.35,0.37,0.7,2.9
2020-11-14 14:15:00+00,0.5,7,2.8,2.8,25.35,0.42,0.8,2.9
2020-11-14 14:45:00+00,0.5,356,2.8,2.9,25.3,0.41,0.73,3
2020-11-14 15:15:00+00,0.51,1,2.9,2.8,25.35,0.43,0.66,2.9
2020-11-14 15:45:00+00,0.55,359,2.9,2.9,25.3,0.46,0.86,3
2020-11-14 16:15:00+00,0.6,3,2.9,3,25.3,0.51,0.85,3
2020-11-14 16:45:00+00,0.61,352,3,3.2,25.35,0.53,0.87,3
2020-11-14 17:15:00+00,0.66,356,3,3.6,25.35,0.58,0.95,3.2
2020-11-14 17:45:00+00,0.69,352,3,3.9,25.35,0.6,1.07,3.2
2020-11-14 18:15:00+00,0.66,350,3.1,4.2,25.35,0.57,1.04,3.2
2020-11-14 18:45:00+00,0.68,356,3.2,3.6,25.35,0.59,1.2,3.3
2020-11-14 19:15:00+00,0.68,0,3.1,3.5,25.35,0.59,1.01,3.2
2020-11-14 19:45:00+00,0.6,359,3.1,4.2,25.35,0.53,0.95,3.3
2020-11-14 20:15:00+00,0.61,350,3.2,3.6,25.3,0.54,0.98,3.3
2020-11-14 20:45:00+00,0.55,342,3.1,4.8,25.35,0.49,0.83,3.2
2020-11-14 21:15:00+00,0.55,343,3,4,25.3,0.46,0.86,3.1
2020-11-14 21:45:00+00,0.55,352,3,3.2,25.3,0.47,1.15,3.2
2020-11-14 22:15:00+00,0.55,323,3,5.3,25.25,0.48,1.04,3.2
2020-11-14 22:45:00+00,0.54,340,2.9,5,25.25,0.46,0.97,3
2020-11-14 23:15:00+00,0.53,338,3,5,25.25,0.46,0.85,3.2
2020-11-14 23:45:00+00,0.53,352,3,4.8,25.25,0.45,0.81,3.1
2020-11-15 00:15:00+00,0.49,345,3,4.8,25.2,0.42,0.85,3.1
2020-11-15 00:45:00+00,0.47,333,3,4.5,25.2,0.41,0.85,3.2
2020-11-15 01:15:00+00,0.48,339,3,3.2,25.15,0.42,0.78,3.2
2020-11-15 01:45:00+00,0.49,328,3.1,4.2,25.15,0.42,0.86,3.2
2020-11-15 02:15:00+00,0.48,335,3,4.5,25,0.42,0.74,3.2
2020-11-15 02:45:00+00,0.53,330,3,4.8,25,0.45,0.8,3.1
2020-11-15 03:15:00+00,0.5,326,3,3,25,0.44,0.88,3.1
2020-11-15 03:45:00+00,0.55,301,3,4.3,25.05,0.48,0.76,3.3
2020-11-15 04:15:00+00,0.63,307,3,4.2,25.05,0.54,0.99,3.1
2020-11-15 04:45:00+00,0.77,295,3.2,4.2,25.05,0.67,1.14,3.4
2020-11-15 05:15:00+00,0.68,290,3.1,4.3,25.1,0.61,0.96,3.2
2020-11-15 05:45:00+00,0.68,297,3.1,4.2,25.15,0.6,0.95,3.2
2020-11-15 06:15:00+00,0.78,307,3.2,4,25.15,0.69,1.15,3.3
2020-11-15 06:45:00+00,0.95,295,3.3,4.3,25.15,0.84,1.49,3.4
2020-11-15 07:15:00+00,0.97,285,3.6,4.8,25.15,0.89,1.49,3.8
2020-11-15 07:45:00+00,1.05,294,3.7,4.8,25.2,0.95,1.57,4
2020-11-15 08:15:00+00,0.99,295,3.7,5,25.2,0.89,1.6,3.9
2020-11-15 08:45:00+00,1,295,3.9,5,25.25,0.9,1.48,3.9
2020-11-15 09:15:00+00,1.1,294,4,5.3,25.25,1,1.89,4.1
2020-11-15 09:45:00+00,1.16,284,3.9,5.3,25.25,1.05,1.67,4.2
2020-11-15 10:15:00+00,1.23,300,4,5.3,25.2,1.1,1.86,4.1
2020-11-15 10:45:00+00,1.24,297,3.9,5.6,25.2,1.11,1.88,4
2020-11-15 11:15:00+00,1.14,280,4.1,6.7,25.2,1.02,1.86,4.2
2020-11-15 11:45:00+00,1.15,281,4.1,6.2,25.2,1.06,1.77,4.3
2020-11-15 12:15:00+00,1.15,285,4.3,6.2,25.2,1.05,1.74,4.5
2020-11-15 12:45:00+00,1.13,284,4.5,6.7,25.2,1.02,1.74,4.7
2020-11-15 13:15:00+00,1.25,281,4.6,6.2,25.2,1.12,1.96,4.7
2020-11-15 13:45:00+00,1.26,284,4.2,5.9,25.2,1.16,2.04,4.4
2020-11-15 14:15:00+00,1.37,288,4.3,5.9,25.2,1.26,2.23,4.7
2020-11-15 14:45:00+00,1.37,277,4.4,6.2,25.2,1.23,2.13,4.6
2020-11-15 15:15:00+00,1.26,277,4.2,6.7,25.2,1.15,2.41,4.4
2020-11-15 15:45:00+00,1.38,278,4.5,6.7,25.2,1.29,2.24,4.8
2020-11-15 16:15:00+00,1.34,288,4.5,6.7,25.2,1.22,1.95,4.8
2020-11-15 16:45:00+00,1.31,278,4.5,6.7,25.15,1.21,1.96,4.7
2020-11-15 17:15:00+00,1.25,277,4.5,6.7,25.15,1.18,1.81,4.8
2020-11-15 17:45:00+00,1.28,283,4.5,7.1,25.15,1.2,2.02,4.7
2020-11-15 18:15:00+00,1.25,288,4.6,6.7,25.15,1.17,1.98,4.8
2020-11-15 18:45:00+00,1.25,291,4.8,7.7,25.15,1.16,1.89,5.1
2020-11-15 19:15:00+00,1.31,278,4.9,8.3,25.15,1.17,1.92,5
2020-11-15 19:45:00+00,1.33,283,4.9,7.7,25.15,1.23,2.01,5.2
2020-11-15 20:15:00+00,1.31,285,4.9,8.3,25.15,1.21,2.45,5.2
2020-11-15 20:45:00+00,1.32,281,4.9,8.3,25.15,1.19,2.01,5.2
2020-11-15 21:15:00+00,1.33,285,5.3,7.7,25.1,1.22,1.82,5.5
2020-11-15 21:45:00+00,1.3,288,5.1,8.3,25.1,1.2,1.93,5.5
2020-11-15 22:15:00+00,1.29,294,5.2,8.3,25.1,1.18,2.18,5.3
2020-11-15 22:45:00+00,1.18,291,5.1,8.3,25.1,1.09,1.67,5.4
2020-11-15 23:15:00+00,1.27,292,5.2,8.3,25.1,1.16,1.99,5.5
2020-11-15 23:45:00+00,1.35,291,5.5,8.3,25.05,1.24,2.18,5.5
2020-11-16 00:15:00+00,1.29,284,5.3,8.3,25.05,1.28,2,5.6
2020-11-16 00:45:00+00,1.31,295,5.3,8.3,25.05,1.23,2.02,5.6
2020-11-16 01:15:00+00,1.33,288,5.2,8.3,25.1,1.22,1.95,5.5
2020-11-16 01:45:00+00,1.27,291,5.1,8.3,25.05,1.15,2.1,5.3
2020-11-16 02:15:00+00,1.25,298,5.2,8.3,25.05,1.14,1.94,5.4
2020-11-16 02:45:00+00,1.18,288,5.1,8.3,25.05,1.11,1.8,5.4
2020-11-16 03:15:00+00,1.1,290,5,8.3,25.05,1.01,1.67,5.2
2020-11-16 03:45:00+00,1.01,288,4.9,8.3,25.05,0.94,1.77,5.1
2020-11-16 04:15:00+00,1.09,287,4.9,7.1,25.05,1,1.92,5.3
2020-11-16 04:45:00+00,1.02,285,4.8,8.3,25.05,0.95,1.84,5.1
2020-11-16 05:15:00+00,1.07,288,4.7,7.7,25,1.01,1.57,5
2020-11-16 05:45:00+00,1.07,288,4.7,8.3,25,0.98,1.44,5
2020-11-16 06:15:00+00,1.12,281,4.7,7.7,25.05,1.05,1.72,5
2020-11-16 06:45:00+00,1.01,283,4.4,7.7,25.05,0.93,1.42,4.8
2020-11-16 07:15:00+00,1.01,283,4.3,8.3,25.05,0.91,1.8,4.5
2020-11-16 07:45:00+00,0.97,280,4.2,7.7,25.05,0.87,1.42,4.6
2020-11-16 08:15:00+00,1.07,277,4.6,8.3,25.05,0.95,1.57,4.9
2020-11-16 08:45:00+00,0.94,280,4.3,8.3,25.05,0.85,1.34,4.6
2020-11-16 09:15:00+00,0.91,271,4.3,8.3,25,0.83,1.29,4.6
2020-11-16 09:45:00+00,1,284,4.5,7.1,25,0.91,1.44,4.8
2020-11-16 10:15:00+00,0.92,281,4.4,7.1,24.7,0.83,1.42,4.7
2020-11-16 10:45:00+00,0.95,274,4.6,7.7,24.6,0.87,1.57,4.9
2020-11-16 11:15:00+00,0.9,271,4.7,8.3,24.7,0.83,1.69,4.8
2020-11-16 11:45:00+00,0.89,287,4.4,6.2,24.8,0.8,1.36,4.8
2020-11-16 12:15:00+00,0.91,278,4.4,7.7,24.95,0.82,1.26,4.8
2020-11-16 12:45:00+00,0.85,271,4.5,5.9,25.1,0.77,1.57,4.6
2020-11-16 13:15:00+00,0.87,280,4.7,7.7,25.1,0.8,1.35,4.8
2020-11-16 13:45:00+00,0.82,284,4.7,7.7,25.1,0.75,1.33,4.8
2020-11-16 14:15:00+00,0.9,284,4.8,7.1,25.1,0.82,1.54,5.1
2020-11-16 14:45:00+00,0.82,276,4.8,7.7,25.1,0.75,1.23,4.7
2020-11-16 15:15:00+00,0.87,280,4.8,7.7,25.1,0.81,1.26,5
2020-11-16 15:45:00+00,0.8,287,4.8,7.1,25.1,0.73,1.2,5
2020-11-16 16:15:00+00,0.8,277,5,7.7,25.1,0.74,1.18,5.1
2020-11-16 16:45:00+00,0.79,283,4.9,6.7,25.1,0.72,1.15,5.1
2020-11-16 17:15:00+00,0.8,288,4.9,6.7,25.1,0.74,1.22,5
2020-11-16 17:45:00+00,0.82,273,4.9,7.7,25.05,0.76,1.17,5.2
2020-11-16 18:15:00+00,0.79,287,5,7.7,25.05,0.71,1.2,5.2
2020-11-16 18:45:00+00,0.77,283,4.9,7.7,25.05,0.71,1.22,5.2
2020-11-16 19:15:00+00,0.72,277,4.7,7.1,25.05,0.68,1.06,5
2020-11-16 19:45:00+00,0.75,280,4.8,7.1,25.05,0.69,1.1,4.9
2020-11-16 20:15:00+00,0.78,283,4.9,7.1,25.05,0.71,1.14,5
2020-11-16 20:45:00+00,0.75,283,5,7.1,25.05,0.71,1.31,5.2
2020-11-16 21:15:00+00,0.8,283,4.9,7.1,25,0.75,1.15,5.4
2020-11-16 21:45:00+00,0.72,287,4.4,7.1,25,0.66,1.15,4.8
2020-11-16 22:15:00+00,0.73,283,4.6,7.1,25,0.68,1.07,5
2020-11-16 22:45:00+00,0.67,287,4.8,7.1,25,0.62,0.99,5.2
2020-11-16 23:15:00+00,0.72,277,5.2,7.7,24.95,0.67,1.21,5.5
2020-11-16 23:45:00+00,0.66,285,4.8,7.1,24.9,0.62,1.14,5
2020-11-17 00:15:00+00,0.64,277,4.3,7.7,24.95,0.59,1.04,4.6
2020-11-17 00:45:00+00,0.68,280,4.3,7.1,24.95,0.62,1.03,4.7
2020-11-17 01:15:00+00,0.64,285,4,7.1,24.9,0.59,0.86,4.5
2020-11-17 01:45:00+00,0.67,280,4,7.1,24.9,0.6,1.01,4.3
2020-11-17 02:15:00+00,0.65,280,4.1,7.1,24.95,0.61,1.06,4.5
2020-11-17 02:45:00+00,0.6,278,3.9,7.1,24.9,0.57,0.9,4.5
2020-11-17 03:15:00+00,0.65,283,4.1,7.7,24.95,0.57,0.94,4.6
2020-11-17 03:45:00+00,0.63,281,4,7.1,24.9,0.56,0.95,4.4
2020-11-17 04:15:00+00,0.6,283,4,6.7,24.9,0.55,0.84,4.5
2020-11-17 04:45:00+00,0.59,281,4,7.1,24.9,0.54,1.03,4.6
2020-11-17 05:15:00+00,0.6,284,4,7.1,24.9,0.55,0.85,4.7
2020-11-17 05:45:00+00,0.57,278,3.6,6.7,24.9,0.5,0.86,4
2020-11-17 06:15:00+00,0.56,273,3.8,7.1,24.9,0.5,0.93,4.2
2020-11-17 06:45:00+00,0.57,278,3.9,7.1,24.9,0.51,0.93,4.2
2020-11-17 07:15:00+00,0.52,285,3.6,6.2,24.9,0.48,0.78,4
2020-11-17 07:45:00+00,0.53,278,4,7.1,24.95,0.48,0.79,4.4
2020-11-17 08:15:00+00,0.49,281,3.9,7.1,24.95,0.45,0.82,4.3
2020-11-17 08:45:00+00,0.49,284,4.3,7.1,24.95,0.47,0.73,4.7
2020-11-17 09:15:00+00,0.5,280,4.4,6.7,24.95,0.45,0.88,4.9
2020-11-17 09:45:00+00,0.46,281,4.6,6.7,24.95,0.43,0.67,4.9
2020-11-17 10:15:00+00,0.44,276,4.9,7.1,24.95,0.41,0.64,5
2020-11-17 10:45:00+00,0.46,280,5.1,6.7,25,0.43,0.73,5.3
2020-11-17 11:15:00+00,0.48,273,5.3,7.1,25,0.45,0.74,5.4
2020-11-17 11:45:00+00,0.48,276,5.3,7.1,25,0.45,0.97,5.4
2020-11-17 12:15:00+00,0.46,280,4.8,7.1,25,0.42,0.73,5
2020-11-17 12:45:00+00,0.45,278,4.9,7.1,24.95,0.43,0.77,5
2020-11-17 13:15:00+00,0.47,278,4.9,6.7,24.8,0.43,0.76,5
2020-11-17 13:45:00+00,0.5,273,4.9,6.7,24.65,0.47,0.78,5.1
2020-11-17 14:15:00+00,0.52,278,4.8,7.1,24.65,0.47,0.76,4.8
2020-11-17 14:45:00+00,0.5,284,4.4,6.7,24.65,0.46,0.78,4.5
2020-11-17 15:15:00+00,0.52,281,3.7,6.7,24.7,0.46,0.78,4
2020-11-17 15:45:00+00,0.54,277,3.3,6.2,24.7,0.47,0.84,3.7
2020-11-17 16:15:00+00,0.55,288,3.1,6.7,24.7,0.47,0.91,3.4
2020-11-17 16:45:00+00,0.62,277,3.1,6.7,24.65,0.53,0.87,3.4
2020-11-17 17:15:00+00,0.62,274,3.1,6.2,24.65,0.53,0.9,3.4
2020-11-17 17:45:00+00,0.63,269,3,6.7,24.6,0.53,0.97,3.2
2020-11-17 18:15:00+00,0.65,274,3.2,6.7,24.6,0.54,0.89,3.4
2020-11-17 18:45:00+00,0.61,274,3,6.7,24.65,0.5,0.96,3.2
2020-11-17 19:15:00+00,0.61,274,3.1,6.7,24.7,0.52,0.81,3.2
2020-11-17 19:45:00+00,0.61,274,3,6.2,24.65,0.52,0.97,3.2
2020-11-17 20:15:00+00,0.55,280,3.1,6.7,24.7,0.47,0.9,3.3
2020-11-17 20:45:00+00,0.53,271,3.3,6.2,24.7,0.46,0.8,3.6
2020-11-17 21:15:00+00,0.51,274,3.5,6.7,24.7,0.44,0.74,3.6
2020-11-17 21:45:00+00,0.49,273,3.4,6.7,24.7,0.44,0.73,3.6
2020-11-17 22:15:00+00,0.48,274,2.9,6.7,24.75,0.41,0.66,3.2
2020-11-17 22:45:00+00,0.49,284,3,6.7,24.7,0.42,0.62,3.3
2020-11-17 23:15:00+00,0.51,277,2.9,6.7,24.7,0.42,0.72,3.2
2020-11-17 23:45:00+00,0.48,266,2.9,6.7,24.7,0.41,0.67,3.2
2020-11-18 00:15:00+00,0.48,273,2.8,6.7,24.7,0.39,0.81,3
2020-11-18 00:45:00+00,0.46,274,2.7,6.7,24.7,0.38,0.67,2.9
2020-11-18 01:15:00+00,0.49,285,2.7,6.7,24.7,0.4,0.77,3
2020-11-18 01:45:00+00,0.49,285,2.8,6.7,24.7,0.41,0.72,3.1
2020-11-18 02:15:00+00,0.45,281,2.6,6.2,24.65,0.37,0.68,2.8
2020-11-18 02:45:00+00,0.5,273,2.6,6.7,24.65,0.4,0.68,2.8
2020-11-18 03:15:00+00,0.49,278,2.7,6.7,24.6,0.4,0.7,2.9
2020-11-18 03:45:00+00,0.49,285,2.5,6.7,24.55,0.4,0.58,2.7
2020-11-18 04:15:00+00,0.51,283,2.7,6.2,24.5,0.41,0.81,2.8
2020-11-18 04:45:00+00,0.5,77,2.5,2.3,24.45,0.4,0.75,2.7
2020-11-18 05:15:00+00,0.51,276,2.6,6.2,24.4,0.41,0.72,2.7
2020-11-18 05:45:00+00,0.51,77,2.5,2.6,24.35,0.42,0.84,2.7
2020-11-18 06:15:00+00,0.53,284,2.6,6.7,24.35,0.44,0.88,2.7
2020-11-18 06:45:00+00,0.56,83,2.5,2.6,24.3,0.46,0.86,2.6
2020-11-18 07:15:00+00,0.69,73,2.7,2.9,24.25,0.59,1.05,2.8
2020-11-18 07:45:00+00,0.74,72,2.8,3.2,24.25,0.62,0.99,2.9
2020-11-18 08:15:00+00,0.73,75,2.8,3.2,24.25,0.64,1.3,2.9
2020-11-18 08:45:00+00,0.73,72,2.8,3.1,24.25,0.62,1.27,2.8
2020-11-18 09:15:00+00,0.64,72,2.6,3.1,24.3,0.53,1.08,2.7
2020-11-18 09:45:00+00,0.65,69,2.6,3.1,24.3,0.54,0.99,2.7
2020-11-18 10:15:00+00,0.6,76,2.6,2.9,24.3,0.52,1.04,2.7
2020-11-18 10:45:00+00,0.57,66,2.6,2.9,24.3,0.48,0.86,2.8
2020-11-18 11:15:00+00,0.54,68,2.6,2.9,24.3,0.45,0.88,2.7
2020-11-18 11:45:00+00,0.5,68,2.5,2.7,24.3,0.41,0.78,2.6
2020-11-18 12:15:00+00,0.43,70,2.4,2.5,24.3,0.35,0.68,2.5
2020-11-18 12:45:00+00,0.47,65,2.5,2.5,24.3,0.39,0.67,2.5
2020-11-18 13:15:00+00,0.46,68,2.5,2.5,24.3,0.37,0.64,2.5
2020-11-18 13:45:00+00,0.43,69,2.5,2.6,24.3,0.35,0.63,2.6
2020-11-18 14:15:00+00,0.42,68,2.5,2.4,24.25,0.35,0.61,2.6
2020-11-18 14:45:00+00,0.36,58,2.4,2.4,24.25,0.3,0.59,2.5
2020-11-18 15:15:00+00,0.31,276,2.4,6.2,24.2,0.25,0.43,2.5
2020-11-18 15:45:00+00,0.3,53,2.4,2.1,24.2,0.24,0.45,2.6
2020-11-18 16:15:00+00,0.29,55,2.4,2,24.25,0.24,0.57,2.6
2020-11-18 16:45:00+00,0.34,294,2.4,5.9,24.25,0.27,0.48,2.6
2020-11-18 17:15:00+00,0.31,59,2.3,2.1,24.25,0.25,0.5,2.5
2020-11-18 17:45:00+00,0.32,72,2.2,2,24.25,0.26,0.42,2.4
2020-11-18 18:15:00+00,0.34,68,2.3,2,24.2,0.28,0.56,2.4
2020-11-18 18:45:00+00,0.39,65,2.4,2.2,24.2,0.32,0.64,2.6
2020-11-18 19:15:00+00,0.45,357,2.5,3.6,24.15,0.37,0.84,2.7
2020-11-18 19:45:00+00,0.46,84,2.5,2.1,24.15,0.38,0.71,2.6
2020-11-18 20:15:00+00,0.47,83,2.5,2.1,24.2,0.39,0.67,2.6
2020-11-18 20:45:00+00,0.46,353,2.5,3.9,24.15,0.38,0.6,2.7
2020-11-18 21:15:00+00,0.46,6,2.5,3.6,24.1,0.38,0.74,2.7
2020-11-18 21:45:00+00,0.44,90,2.4,2.1,24.05,0.36,0.6,2.6
2020-11-18 22:15:00+00,0.47,356,2.5,3.9,24,0.39,0.66,2.6
2020-11-18 22:45:00+00,0.45,83,2.5,2.1,24,0.37,0.76,2.6
2020-11-18 23:15:00+00,0.47,80,2.4,2.2,24,0.39,0.68,2.6
2020-11-18 23:45:00+00,0.47,359,2.5,3.7,24,0.39,0.69,2.6
2020-11-19 00:15:00+00,0.47,84,2.4,2.2,24,0.39,0.75,2.5
2020-11-19 00:45:00+00,0.51,83,2.4,2.3,23.95,0.41,0.74,2.5
2020-11-19 01:15:00+00,0.51,87,2.4,2.4,23.95,0.43,0.86,2.5
2020-11-19 01:45:00+00,0.52,86,2.4,2.4,23.95,0.42,0.76,2.5
2020-11-19 02:15:00+00,0.54,76,2.5,2.6,23.9,0.44,0.76,2.5
2020-11-19 02:45:00+00,0.53,79,2.4,2.7,23.8,0.44,0.96,2.5
2020-11-19 03:15:00+00,0.54,77,2.4,2.7,23.8,0.45,0.72,2.5
2020-11-19 03:45:00+00,0.55,77,2.5,2.7,23.75,0.45,0.74,2.6
2020-11-19 04:15:00+00,0.54,72,2.5,2.9,23.7,0.46,0.79,2.6
2020-11-19 04:45:00+00,0.52,75,2.5,2.8,23.7,0.44,0.75,2.5
2020-11-19 05:15:00+00,0.54,69,2.5,2.9,23.65,0.45,0.88,2.5
2020-11-19 05:45:00+00,0.56,77,2.5,2.9,23.65,0.46,0.83,2.5
2020-11-19 06:15:00+00,0.57,76,2.5,2.9,23.65,0.47,0.91,2.6
2020-11-19 06:45:00+00,0.57,75,2.5,2.9,23.65,0.48,0.88,2.6
2020-11-19 07:15:00+00,0.54,80,2.5,2.8,23.65,0.46,0.84,2.5
2020-11-19 07:45:00+00,0.55,77,2.5,2.9,23.65,0.47,0.83,2.5
2020-11-19 08:15:00+00,0.51,77,2.5,2.9,23.6,0.43,0.75,2.5
2020-11-19 08:45:00+00,0.47,76,2.4,2.9,23.6,0.4,0.72,2.5
2020-11-19 09:15:00+00,0.46,73,2.4,2.7,23.6,0.39,0.66,2.5
2020-11-19 09:45:00+00,0.39,72,2.4,2.7,23.65,0.32,0.6,2.4
2020-11-19 10:15:00+00,0.34,75,2.3,2.6,24.1,0.28,0.58,2.4
2020-11-19 10:45:00+00,0.29,66,2.3,2.6,24.15,0.23,0.45,2.4
2020-11-19 11:15:00+00,0.23,68,2.3,2.4,24.25,0.19,0.36,2.4
2020-11-19 11:45:00+00,0.18,68,2.3,2.2,24.3,0.15,0.28,2.4
2020-11-19 12:15:00+00,0.22,352,2.7,2.9,24.3,0.18,0.64,2.8
2020-11-19 12:45:00+00,0.23,255,3.2,6.2,24.35,0.19,0.6,3.2
2020-11-19 13:15:00+00,0.13,298,2.8,4.2,24.35,0.11,0.21,3
2020-11-19 13:45:00+00,0.13,292,3.2,4.8,24.35,0.12,0.19,3.5
2020-11-19 14:15:00+00,0.13,309,3.1,4.2,24.35,0.12,0.18,3.4
2020-11-19 14:45:00+00,0.15,312,2.7,5.3,24.35,0.13,0.24,2.9
2020-11-19 15:15:00+00,0.18,316,2.6,5,24.35,0.15,0.24,2.9
2020-11-19 15:45:00+00,0.21,323,2.7,4.8,24.35,0.18,0.36,2.9
2020-11-19 16:15:00+00,0.2,330,2.8,4.8,24.4,0.17,0.28,3
2020-11-19 16:45:00+00,0.22,329,2.9,4.5,24.35,0.19,0.32,3.1
2020-11-19 17:15:00+00,0.25,219,2.9,3.9,24.25,0.22,0.37,3
2020-11-19 17:45:00+00,0.28,202,2.7,4,24.25,0.24,0.41,2.9
2020-11-19 18:15:00+00,0.28,212,2.8,3.7,24.3,0.24,0.45,3.1
2020-11-19 18:45:00+00,0.29,208,2.9,3.7,24.35,0.25,0.49,3.1
2020-11-19 19:15:00+00,0.29,343,3,5,24.35,0.25,0.46,3.2
2020-11-19 19:45:00+00,0.3,338,3,4.8,24.4,0.26,0.44,3.1
2020-11-19 20:15:00+00,0.3,202,2.9,3.7,24.4,0.26,0.46,3.1
2020-11-19 20:45:00+00,0.32,194,2.9,3.7,24.45,0.28,0.48,3
2020-11-19 21:15:00+00,0.35,349,2.8,5,24.45,0.29,0.57,2.9
2020-11-19 21:45:00+00,0.36,208,2.7,3.7,24.45,0.31,0.61,3
2020-11-19 22:15:00+00,0.37,350,2.7,5.6,24.45,0.31,0.5,3
2020-11-19 22:45:00+00,0.35,353,2.7,5.3,24.45,0.3,0.52,2.9
2020-11-19 23:15:00+00,0.35,350,2.8,5.3,24.45,0.29,0.51,2.9
2020-11-19 23:45:00+00,0.35,346,2.7,5,24.45,0.29,0.47,2.8
2020-11-20 00:15:00+00,0.36,345,2.7,5,24.5,0.3,0.53,2.8
2020-11-20 00:45:00+00,0.36,210,2.7,2.9,24.45,0.3,0.55,2.8
2020-11-20 01:15:00+00,0.36,350,2.7,5.3,24.5,0.31,0.53,2.9
2020-11-20 01:45:00+00,0.35,340,2.6,5.3,24.5,0.3,0.58,2.8
2020-11-20 02:15:00+00,0.37,208,2.6,2.8,24.5,0.3,0.53,2.6
2020-11-20 02:45:00+00,0.4,122,2.5,2.2,24.5,0.33,0.53,2.7
2020-11-20 03:15:00+00,0.41,174,2.5,2.2,24.5,0.34,0.63,2.6
2020-11-20 03:45:00+00,0.47,225,2.6,3.3,24.5,0.39,0.78,2.7
2020-11-20 04:15:00+00,0.49,248,2.8,3.5,24.15,0.43,0.66,2.9
2020-11-20 04:45:00+00,0.61,238,3.1,3.7,24.05,0.54,1.15,3.2
2020-11-20 05:15:00+00,0.69,263,3.4,4,24.1,0.63,1.01,3.5
2020-11-20 05:45:00+00,0.64,264,3.3,4.2,24.25,0.57,0.96,3.5
2020-11-20 06:15:00+00,0.64,257,3.3,4.3,24.3,0.57,0.91,3.5
2020-11-20 06:45:00+00,0.66,249,3.3,4.2,24.35,0.59,0.99,3.5
2020-11-20 07:15:00+00,0.72,257,3.4,4.5,24.45,0.64,1.1,3.5
2020-11-20 07:45:00+00,0.69,252,3.4,4.3,24.5,0.62,1.18,3.6
2020-11-20 08:15:00+00,0.68,260,3.5,4.5,24.5,0.62,1.04,3.7
2020-11-20 08:45:00+00,0.69,269,3.4,4.5,24.5,0.62,0.99,3.5
2020-11-20 09:15:00+00,0.63,255,3.3,4.5,24.5,0.55,1.03,3.5
2020-11-20 09:45:00+00,0.69,255,3.1,4.3,24.4,0.6,1.02,3.4
2020-11-20 10:15:00+00,0.7,253,3.3,4.3,24.45,0.6,0.97,3.5
2020-11-20 10:45:00+00,0.67,266,3.7,4.5,24.5,0.6,0.98,3.7
2020-11-20 11:15:00+00,0.7,257,3.9,4.3,24.5,0.65,1.07,4
2020-11-20 11:45:00+00,0.72,249,3.9,4.3,24.5,0.65,1.52,4.1
2020-11-20 12:15:00+00,0.76,243,4,4.3,24.5,0.7,1.22,4.1
2020-11-20 12:45:00+00,0.84,255,3.6,4.8,24.5,0.73,1.29,3.7
2020-11-20 13:15:00+00,0.97,238,3.6,4.8,24.45,0.86,1.53,3.7
2020-11-20 13:45:00+00,1.1,238,3.7,4.5,24.45,0.98,1.66,3.9
2020-11-20 14:15:00+00,1.1,242,3.8,4.8,24.45,1.02,1.69,4
2020-11-20 14:45:00+00,1.22,248,4,5.6,24.45,1.1,2.1,4.1
2020-11-20 15:15:00+00,1.18,239,3.9,5,24.45,1.09,1.8,4
2020-11-20 15:45:00+00,1.16,250,3.9,5.3,24.45,1.03,1.8,4
2020-11-20 16:15:00+00,1.2,240,4,5.3,24.45,1.09,1.89,4.2
2020-11-20 16:45:00+00,1.22,250,4.1,5.6,24.45,1.12,1.75,4.4
2020-11-20 17:15:00+00,1.18,259,4,5,24.4,1.06,1.92,4.1
2020-11-20 17:45:00+00,1.29,243,4.3,5.3,24.4,1.18,1.91,4.4
2020-11-20 18:15:00+00,1.28,240,4.3,5.9,24.35,1.18,1.78,4.5
2020-11-20 18:45:00+00,1.34,236,4.3,5.6,24.35,1.21,2.35,4.5
2020-11-20 19:15:00+00,1.32,239,3.9,5.6,24.35,1.21,1.84,4.1
2020-11-20 19:45:00+00,1.34,243,4,5.3,24.35,1.23,1.91,4.3
2020-11-20 20:15:00+00,1.29,256,4,5.6,24.4,1.2,1.97,4.2
